Method,#Tree,Max_Depth,Mean_Acc,Mean_Time
brf,115,30,0.9433536055603822,13.351117849349976
brf,115,35,0.942745438748914,13.227221989631653
brf,115,40,0.941963509991312,13.170680475234985
brf,115,45,0.941789748045178,13.210402584075927
brf,115,50,0.9417897480451781,13.221481895446777
brf,120,5,0.9134665508253693,13.189337038993836
brf,120,10,0.9313640312771504,13.718049144744873
brf,120,15,0.9391833188531713,14.044046783447266
brf,120,20,0.9396177237185055,14.229744410514831
brf,120,25,0.9400521285838404,14.346166825294494
brf,120,30,0.9407471763683753,14.360300636291504
brf,120,35,0.9406602953953085,14.402957820892334
brf,120,40,0.9424847958297133,14.389264345169067
brf,120,45,0.9409209383145092,14.624934148788451
brf,120,50,0.9408340573414422,14.523043990135193
brf,125,5,0.9133796698523022,14.350806069374084
brf,125,10,0.9333622936576889,14.934810614585876
brf,125,15,0.9397046046915726,15.268914389610291
brf,125,20,0.9408340573414422,15.584218859672546
brf,125,25,0.9412684622067768,15.561444687843323
brf,125,30,0.9416159860990442,15.675065398216248
brf,125,35,0.9406602953953085,15.687625861167907
brf,125,40,0.9407471763683752,15.690090775489807
brf,125,45,0.9431798436142484,15.72573962211609
brf,125,50,0.9437880104257168,15.757156229019165
brf,130,5,0.9130321459600348,15.585139513015747
brf,130,10,0.9349261511728933,16.19549400806427
brf,130,15,0.9397046046915726,16.483546137809753
brf,130,20,0.9399652476107733,16.828244614601136
brf,130,25,0.9417028670721113,17.07968416213989
brf,130,30,0.9403996524761077,16.962147927284242
brf,130,35,0.9429192006950476,17.152769207954407
brf,130,40,0.9422241529105125,17.48245003223419
brf,130,45,0.9434404865334491,17.304328441619873
brf,130,50,0.9416159860990444,17.13401985168457
brf,135,5,0.9141615986099044,17.284016489982605
brf,135,10,0.9331885317115554,17.876191639900206
brf,135,15,0.9386620330147698,17.937128114700318
brf,135,20,0.9403127715030409,18.502741479873656
brf,135,25,0.9437880104257168,18.341807174682618
brf,135,30,0.9421372719374459,18.429305744171142
brf,135,35,0.9429192006950478,18.504303812980652
brf,135,40,0.9427454387489138,18.47149178981781
brf,135,45,0.9440486533449175,18.53242838382721
brf,135,50,0.9428323197219809,18.502741169929504
brf,140,5,0.9132059079061685,18.338682079315184
brf,140,10,0.9340573414422242,19.002731060981752
brf,140,15,0.9405734144222416,19.321474575996398
brf,140,20,0.941963509991312,19.68240451812744
brf,140,25,0.941876629018245,19.858963131904602
brf,140,30,0.9432667245873155,19.935524415969848
brf,140,35,0.9439617723718505,19.9902104139328
brf,140,40,0.9416159860990444,20.01677260398865
brf,140,45,0.9422241529105125,20.263168859481812
brf,140,50,0.9414422241529106,20.06341094970703
brf,145,5,0.9130321459600348,19.80115201473236
brf,145,10,0.9344048653344916,20.548011589050294
brf,145,15,0.9388357949609036,20.851130414009095
brf,145,20,0.9420503909643788,21.240184783935547
brf,145,25,0.9430929626411816,21.454242539405822
brf,145,30,0.943527367506516,21.529241418838502
brf,145,35,0.941963509991312,21.56986529827118
brf,145,40,0.9417897480451781,21.52767825126648
brf,145,45,0.943527367506516,21.547990679740906
brf,145,50,0.9420503909643786,21.56361529827118
brf,150,5,0.9127715030408341,21.321432685852052
brf,150,10,0.9344048653344916,22.037043476104735
brf,150,15,0.9399652476107733,22.419847631454466
brf,150,20,0.9415291051259775,22.82296452522278
brf,150,25,0.9417028670721113,22.996398282051086
brf,150,30,0.9433536055603822,23.072959184646606
brf,150,35,0.9423979148566464,23.133895182609557
brf,150,40,0.9443092962641181,23.207330965995787
brf,150,45,0.941789748045178,23.24326810836792
brf,150,50,0.942919200695048,23.17451944351196
