Method,#Tree,Max_Depth,Mean_Acc,Mean_Time
brf,135,20,0.9213727193744571,15.542641377449035
brf,135,25,0.9003475238922676,15.042522430419922
brf,135,30,0.910165073848827,14.37460298538208
brf,135,35,0.9134665508253692,15.14747428894043
brf,135,40,0.8980017376194613,14.741875886917114
brf,135,45,0.8946133796698523,14.315821123123168
brf,135,50,0.8785403996524762,13.986189246177673
brf,140,5,0.9212858384013902,21.479998898506164
brf,140,10,0.9321459600347524,21.743476104736327
brf,140,15,0.9234578627280625,18.483338141441344
brf,140,20,0.9208514335360556,15.853023552894593
brf,140,25,0.9011294526498699,15.886356520652772
brf,140,30,0.8981754995655951,15.134086871147156
brf,140,35,0.8711555169417897,14.518351769447326
brf,140,40,0.8767158992180712,15.413547015190124
brf,140,45,0.8900955690703736,14.767343449592591
brf,140,50,0.9039096437880104,15.835038256645202
brf,145,5,0.9292788879235447,24.11517713069916
brf,145,10,0.9322328410078192,23.783004570007325
brf,145,15,0.9202432667245872,18.923958802223204
brf,145,20,0.8966985230234579,16.923003053665163
brf,145,25,0.898436142484796,16.081102752685545
brf,145,30,0.8942658557775849,17.56420500278473
brf,145,35,0.882884448305821,16.610634541511537
brf,145,40,0.9066898349261511,17.10501902103424
brf,145,45,0.8948740225890528,16.74110379219055
brf,145,50,0.8938314509122502,16.39636116027832
brf,150,5,0.9260642919200694,25.7158385515213
brf,150,10,0.9327541268462207,25.899453544616698
brf,150,15,0.9161598609904431,20.12953100204468
brf,150,20,0.9103388357949609,17.714323425292967
brf,150,25,0.8909643788010426,17.728050208091737
brf,150,30,0.9075586446568202,18.078997874259947
brf,150,35,0.9072980017376194,17.20136139392853
brf,150,40,0.8834926151172894,17.509826397895814
brf,150,45,0.8880973066898349,18.71544568538666
brf,150,50,0.8788879235447435,17.721954011917113
